Simulation Filename,Realistic Filename,Mean Square Error(MSE),Structural Similarity(SSIM),ERROR,Img Subtraction
2.0088.png,2.0087.png,0.01439987,0.6,0.4,"[[0.         0.         0.         ... 0.         0.         0.        ]
 [0.         0.         0.         ... 0.         0.         0.        ]
 [0.         0.         0.         ... 0.         0.         0.        ]
 ...
 [0.00392157 0.00784314 0.00784314 ... 0.         0.         0.        ]
 [0.00784314 0.00784314 0.00784314 ... 0.         0.         0.        ]
 [0.00392157 0.00784314 0.00784314 ... 0.         0.         0.        ]]"
2.0090.png,2.0089.png,0.00902424,0.62,0.38,"[[0.         0.         0.         ... 0.         0.         0.        ]
 [0.         0.         0.         ... 0.         0.         0.        ]
 [0.         0.         0.         ... 0.         0.         0.        ]
 ...
 [0.02352941 0.01960784 0.00784314 ... 0.         0.00784314 0.00784314]
 [0.05882353 0.04313725 0.01568627 ... 0.00392157 0.00784314 0.01568627]
 [0.09019608 0.06666667 0.03529412 ... 0.00392157 0.01176471 0.02352941]]"
2.0092.png,2.0091.png,0.01365099,0.61,0.39,"[[0.         0.         0.         ... 0.         0.         0.        ]
 [0.         0.         0.         ... 0.         0.         0.        ]
 [0.         0.         0.         ... 0.         0.         0.        ]
 ...
 [0.1372549  0.11764706 0.06666667 ... 0.         0.         0.00392157]
 [0.1254902  0.10980392 0.08627451 ... 0.         0.00784314 0.01176471]
 [0.09411765 0.08627451 0.07058824 ... 0.00392157 0.00784314 0.00784314]]"
2.0094.png,2.0093.png,0.00780007,0.64,0.36,"[[0.         0.         0.         ... 0.         0.         0.        ]
 [0.         0.         0.         ... 0.         0.         0.        ]
 [0.         0.         0.         ... 0.         0.         0.        ]
 ...
 [0.01176471 0.00784314 0.00392157 ... 0.         0.00392157 0.00784314]
 [0.01568627 0.01176471 0.00392157 ... 0.00392157 0.00784314 0.01176471]
 [0.01960784 0.00784314 0.00392157 ... 0.00392157 0.00392157 0.00784314]]"
2.0096.png,2.0095.png,0.00971412,0.64,0.36,"[[0.         0.         0.         ... 0.         0.         0.        ]
 [0.         0.         0.         ... 0.         0.         0.        ]
 [0.         0.         0.         ... 0.         0.         0.        ]
 ...
 [0.00392157 0.00784314 0.01176471 ... 0.         0.         0.        ]
 [0.         0.         0.         ... 0.         0.         0.00392157]
 [0.         0.         0.         ... 0.         0.         0.00392157]]"
2.0098.png,2.0097.png,0.01377354,0.63,0.37,"[[0.         0.         0.         ... 0.         0.         0.        ]
 [0.         0.         0.         ... 0.         0.         0.        ]
 [0.         0.         0.         ... 0.         0.         0.        ]
 ...
 [0.01176471 0.01176471 0.01568627 ... 0.         0.         0.00392157]
 [0.         0.         0.         ... 0.         0.         0.00392157]
 [0.01568627 0.01568627 0.01568627 ... 0.         0.         0.00392157]]"
2.0100.png,2.0099.png,0.00738701,0.66,0.33999999999999997,"[[0.         0.         0.         ... 0.         0.         0.        ]
 [0.         0.         0.         ... 0.         0.         0.        ]
 [0.         0.         0.         ... 0.         0.         0.        ]
 ...
 [0.00392157 0.         0.         ... 0.03137255 0.04313725 0.02745098]
 [0.00392157 0.00392157 0.00784314 ... 0.01960784 0.02352941 0.01960784]
 [0.01176471 0.01176471 0.01176471 ... 0.00784314 0.00784314 0.00784314]]"
2.0102.png,2.0101.png,0.01211735,0.65,0.35,"[[0.         0.         0.         ... 0.         0.         0.        ]
 [0.         0.         0.         ... 0.         0.         0.        ]
 [0.         0.         0.         ... 0.         0.         0.        ]
 ...
 [0.         0.         0.00392157 ... 0.         0.         0.00392157]
 [0.00392157 0.00392157 0.         ... 0.         0.         0.        ]
 [0.01176471 0.00392157 0.00392157 ... 0.         0.         0.        ]]"
2.0104.png,2.0103.png,0.01111959,0.66,0.33999999999999997,"[[0.         0.         0.         ... 0.         0.         0.        ]
 [0.         0.         0.         ... 0.         0.         0.        ]
 [0.         0.         0.         ... 0.         0.         0.        ]
 ...
 [0.02745098 0.01568627 0.01176471 ... 0.         0.         0.00392157]
 [0.         0.00392157 0.00784314 ... 0.         0.         0.        ]
 [0.03137255 0.01960784 0.00392157 ... 0.         0.         0.        ]]"
2.0106.png,2.0105.png,0.00609219,0.69,0.31000000000000005,"[[0.         0.         0.         ... 0.         0.         0.        ]
 [0.         0.         0.         ... 0.         0.         0.        ]
 [0.         0.         0.         ... 0.         0.         0.        ]
 ...
 [0.00784314 0.         0.         ... 0.         0.         0.        ]
 [0.00784314 0.00784314 0.00784314 ... 0.         0.         0.        ]
 [0.01568627 0.01176471 0.01176471 ... 0.         0.         0.        ]]"
2.0108.png,2.0107.png,0.01129431,0.67,0.32999999999999996,"[[0.         0.         0.         ... 0.         0.         0.        ]
 [0.         0.         0.         ... 0.         0.         0.        ]
 [0.         0.         0.         ... 0.         0.         0.        ]
 ...
 [0.00784314 0.00392157 0.00392157 ... 0.         0.         0.        ]
 [0.00392157 0.         0.         ... 0.         0.         0.        ]
 [0.         0.         0.         ... 0.         0.         0.        ]]"
2.0110.png,2.0109.png,0.00513692,0.71,0.29000000000000004,"[[0.         0.         0.         ... 0.         0.         0.        ]
 [0.         0.         0.         ... 0.         0.         0.        ]
 [0.         0.         0.         ... 0.         0.         0.        ]
 ...
 [0.         0.         0.         ... 0.         0.         0.00392157]
 [0.         0.         0.         ... 0.         0.         0.        ]
 [0.         0.         0.         ... 0.         0.         0.        ]]"
2.0112.png,2.0111.png,0.00959181,0.71,0.29000000000000004,"[[0.         0.         0.         ... 0.         0.         0.        ]
 [0.         0.         0.         ... 0.         0.         0.        ]
 [0.         0.         0.         ... 0.         0.         0.        ]
 ...
 [0.         0.         0.00392157 ... 0.         0.00392157 0.00392157]
 [0.         0.         0.00784314 ... 0.         0.         0.        ]
 [0.         0.00392157 0.00784314 ... 0.         0.         0.        ]]"
2.0114.png,2.0113.png,0.00999572,0.71,0.29000000000000004,"[[0.         0.         0.         ... 0.         0.         0.        ]
 [0.         0.         0.         ... 0.         0.         0.        ]
 [0.         0.         0.         ... 0.         0.         0.        ]
 ...
 [0.         0.         0.00392157 ... 0.         0.         0.        ]
 [0.         0.         0.00392157 ... 0.         0.         0.        ]
 [0.         0.         0.00392157 ... 0.         0.         0.        ]]"
2.0116.png,2.0115.png,0.00384217,0.73,0.27,"[[0. 0. 0. ... 0. 0. 0.]
 [0. 0. 0. ... 0. 0. 0.]
 [0. 0. 0. ... 0. 0. 0.]
 ...
 [0. 0. 0. ... 0. 0. 0.]
 [0. 0. 0. ... 0. 0. 0.]
 [0. 0. 0. ... 0. 0. 0.]]"
2.0118.png,2.0117.png,0.01080949,0.71,0.29000000000000004,"[[0.         0.         0.         ... 0.         0.         0.        ]
 [0.         0.         0.         ... 0.         0.         0.        ]
 [0.         0.         0.         ... 0.         0.         0.        ]
 ...
 [0.         0.         0.         ... 0.         0.         0.        ]
 [0.         0.         0.         ... 0.         0.         0.        ]
 [0.00392157 0.         0.         ... 0.         0.         0.        ]]"
2.0120.png,2.0119.png,0.00585514,0.74,0.26,"[[0.         0.         0.         ... 0.         0.         0.        ]
 [0.         0.         0.         ... 0.         0.         0.        ]
 [0.         0.         0.         ... 0.         0.         0.        ]
 ...
 [0.00392157 0.00392157 0.         ... 0.         0.         0.        ]
 [0.00392157 0.         0.         ... 0.         0.         0.        ]
 [0.         0.00392157 0.         ... 0.         0.         0.        ]]"
2.0122.png,2.0121.png,0.00659607,0.74,0.26,"[[0. 0. 0. ... 0. 0. 0.]
 [0. 0. 0. ... 0. 0. 0.]
 [0. 0. 0. ... 0. 0. 0.]
 ...
 [0. 0. 0. ... 0. 0. 0.]
 [0. 0. 0. ... 0. 0. 0.]
 [0. 0. 0. ... 0. 0. 0.]]"
2.0124.png,2.0123.png,0.00990045,0.74,0.26,"[[0. 0. 0. ... 0. 0. 0.]
 [0. 0. 0. ... 0. 0. 0.]
 [0. 0. 0. ... 0. 0. 0.]
 ...
 [0. 0. 0. ... 0. 0. 0.]
 [0. 0. 0. ... 0. 0. 0.]
 [0. 0. 0. ... 0. 0. 0.]]"
2.0126.png,2.0125.png,0.00262035,0.78,0.21999999999999997,"[[0.         0.         0.         ... 0.         0.         0.        ]
 [0.         0.         0.         ... 0.         0.         0.        ]
 [0.         0.         0.         ... 0.         0.         0.        ]
 ...
 [0.00392157 0.00392157 0.         ... 0.         0.         0.        ]
 [0.         0.         0.         ... 0.         0.         0.        ]
 [0.         0.         0.         ... 0.         0.         0.        ]]"
2.0128.png,2.0127.png,0.00887063,0.76,0.24,"[[0.         0.         0.         ... 0.         0.         0.        ]
 [0.         0.         0.         ... 0.         0.         0.        ]
 [0.         0.         0.         ... 0.         0.         0.        ]
 ...
 [0.         0.         0.         ... 0.         0.         0.        ]
 [0.         0.00392157 0.         ... 0.         0.         0.        ]
 [0.         0.         0.         ... 0.         0.         0.        ]]"
2.0130.png,2.0129.png,0.00661744,0.78,0.21999999999999997,"[[0. 0. 0. ... 0. 0. 0.]
 [0. 0. 0. ... 0. 0. 0.]
 [0. 0. 0. ... 0. 0. 0.]
 ...
 [0. 0. 0. ... 0. 0. 0.]
 [0. 0. 0. ... 0. 0. 0.]
 [0. 0. 0. ... 0. 0. 0.]]"
2.0132.png,2.0131.png,0.00320321,0.8,0.19999999999999996,"[[0. 0. 0. ... 0. 0. 0.]
 [0. 0. 0. ... 0. 0. 0.]
 [0. 0. 0. ... 0. 0. 0.]
 ...
 [0. 0. 0. ... 0. 0. 0.]
 [0. 0. 0. ... 0. 0. 0.]
 [0. 0. 0. ... 0. 0. 0.]]"
2.0134.png,2.0133.png,0.00958835,0.78,0.21999999999999997,"[[0. 0. 0. ... 0. 0. 0.]
 [0. 0. 0. ... 0. 0. 0.]
 [0. 0. 0. ... 0. 0. 0.]
 ...
 [0. 0. 0. ... 0. 0. 0.]
 [0. 0. 0. ... 0. 0. 0.]
 [0. 0. 0. ... 0. 0. 0.]]"
2.0136.png,2.0135.png,0.00296537,0.81,0.18999999999999995,"[[0.         0.         0.         ... 0.         0.         0.        ]
 [0.         0.         0.         ... 0.         0.         0.        ]
 [0.         0.         0.         ... 0.         0.         0.        ]
 ...
 [0.00392157 0.         0.         ... 0.         0.         0.        ]
 [0.00392157 0.00392157 0.00392157 ... 0.         0.         0.        ]
 [0.00392157 0.00392157 0.         ... 0.         0.         0.        ]]"
2.0138.png,2.0137.png,0.00672301,0.79,0.20999999999999996,"[[0.         0.         0.         ... 0.         0.         0.        ]
 [0.         0.         0.         ... 0.         0.         0.        ]
 [0.         0.         0.         ... 0.         0.         0.        ]
 ...
 [0.02352941 0.01960784 0.00392157 ... 0.         0.         0.        ]
 [0.01960784 0.01568627 0.00784314 ... 0.         0.         0.        ]
 [0.00784314 0.00392157 0.00392157 ... 0.         0.         0.        ]]"
2.0140.png,2.0139.png,0.00720676,0.79,0.20999999999999996,"[[0. 0. 0. ... 0. 0. 0.]
 [0. 0. 0. ... 0. 0. 0.]
 [0. 0. 0. ... 0. 0. 0.]
 ...
 [0. 0. 0. ... 0. 0. 0.]
 [0. 0. 0. ... 0. 0. 0.]
 [0. 0. 0. ... 0. 0. 0.]]"
2.0142.png,2.0141.png,0.00138597,0.83,0.17000000000000004,"[[0.         0.         0.         ... 0.         0.         0.        ]
 [0.         0.         0.         ... 0.         0.         0.        ]
 [0.         0.         0.         ... 0.         0.         0.        ]
 ...
 [0.00392157 0.00392157 0.00392157 ... 0.         0.         0.        ]
 [0.00784314 0.00784314 0.00392157 ... 0.         0.         0.        ]
 [0.00784314 0.00392157 0.00392157 ... 0.         0.         0.        ]]"
2.0144.png,2.0143.png,0.00888896,0.79,0.20999999999999996,"[[0.         0.         0.         ... 0.         0.         0.        ]
 [0.         0.         0.         ... 0.         0.         0.        ]
 [0.         0.         0.         ... 0.         0.         0.        ]
 ...
 [0.         0.         0.         ... 0.         0.         0.        ]
 [0.00392157 0.         0.         ... 0.         0.         0.        ]
 [0.         0.         0.00392157 ... 0.         0.         0.        ]]"
2.0146.png,2.0145.png,0.00436784,0.81,0.18999999999999995,"[[0.         0.         0.         ... 0.         0.         0.        ]
 [0.         0.         0.         ... 0.         0.         0.        ]
 [0.         0.         0.         ... 0.         0.         0.        ]
 ...
 [0.         0.         0.         ... 0.         0.         0.        ]
 [0.         0.         0.         ... 0.         0.         0.        ]
 [0.00392157 0.00392157 0.00392157 ... 0.         0.         0.        ]]"
2.0148.png,2.0147.png,0.00455802,0.83,0.17000000000000004,"[[0.         0.         0.         ... 0.         0.         0.        ]
 [0.         0.         0.         ... 0.         0.         0.        ]
 [0.         0.         0.         ... 0.         0.         0.        ]
 ...
 [0.00392157 0.00784314 0.00392157 ... 0.         0.         0.        ]
 [0.00784314 0.00392157 0.00392157 ... 0.         0.         0.        ]
 [0.00392157 0.         0.00392157 ... 0.         0.         0.        ]]"
2.0150.png,2.0149.png,0.00917639,0.81,0.18999999999999995,"[[0.         0.         0.         ... 0.         0.         0.        ]
 [0.         0.         0.         ... 0.         0.         0.        ]
 [0.         0.         0.         ... 0.         0.         0.        ]
 ...
 [0.         0.         0.00392157 ... 0.         0.         0.        ]
 [0.         0.00392157 0.00392157 ... 0.         0.         0.        ]
 [0.00392157 0.00392157 0.00392157 ... 0.00392157 0.         0.        ]]"
2.0152.png,2.0151.png,0.00173401,0.84,0.16000000000000003,"[[0.         0.         0.         ... 0.         0.         0.        ]
 [0.         0.         0.         ... 0.         0.         0.        ]
 [0.         0.         0.         ... 0.         0.         0.        ]
 ...
 [0.         0.         0.         ... 0.         0.         0.        ]
 [0.         0.         0.         ... 0.         0.         0.        ]
 [0.00392157 0.         0.         ... 0.         0.         0.        ]]"
2.0154.png,2.0153.png,0.00754612,0.82,0.18000000000000005,"[[0.         0.         0.         ... 0.         0.         0.        ]
 [0.         0.         0.         ... 0.         0.         0.        ]
 [0.         0.         0.         ... 0.         0.         0.        ]
 ...
 [0.02352941 0.01568627 0.00784314 ... 0.         0.         0.        ]
 [0.01960784 0.01176471 0.00784314 ... 0.         0.         0.        ]
 [0.00784314 0.00392157 0.00392157 ... 0.         0.         0.        ]]"
2.0156.png,2.0155.png,0.00615388,0.83,0.17000000000000004,"[[0.         0.         0.         ... 0.         0.         0.        ]
 [0.         0.         0.         ... 0.         0.         0.        ]
 [0.         0.         0.         ... 0.         0.         0.        ]
 ...
 [0.         0.         0.         ... 0.         0.         0.        ]
 [0.00392157 0.         0.         ... 0.         0.         0.        ]
 [0.01176471 0.00784314 0.         ... 0.         0.         0.        ]]"
2.0158.png,2.0157.png,0.0024314,0.84,0.16000000000000003,"[[0.         0.         0.         ... 0.         0.         0.        ]
 [0.         0.         0.         ... 0.         0.         0.        ]
 [0.         0.         0.         ... 0.         0.         0.        ]
 ...
 [0.01960784 0.01176471 0.00784314 ... 0.         0.         0.        ]
 [0.01176471 0.00784314 0.00392157 ... 0.         0.         0.        ]
 [0.00392157 0.         0.         ... 0.00392157 0.         0.        ]]"
2.0160.png,2.0159.png,0.00866772,0.82,0.18000000000000005,"[[0.         0.         0.         ... 0.         0.         0.        ]
 [0.         0.         0.         ... 0.         0.         0.        ]
 [0.         0.         0.         ... 0.         0.         0.        ]
 ...
 [0.00392157 0.00784314 0.00784314 ... 0.         0.         0.        ]
 [0.00392157 0.00784314 0.00784314 ... 0.         0.00392157 0.        ]
 [0.00392157 0.00784314 0.00784314 ... 0.         0.         0.        ]]"
2.0162.png,2.0161.png,0.00266798,0.84,0.16000000000000003,"[[0.         0.         0.         ... 0.         0.         0.        ]
 [0.         0.         0.         ... 0.         0.         0.        ]
 [0.         0.         0.         ... 0.         0.         0.        ]
 ...
 [0.         0.         0.         ... 0.         0.         0.        ]
 [0.         0.         0.         ... 0.         0.         0.        ]
 [0.00392157 0.         0.         ... 0.00392157 0.         0.        ]]"
2.0164.png,2.0163.png,0.00653958,0.85,0.15000000000000002,"[[0.         0.         0.         ... 0.         0.         0.        ]
 [0.         0.         0.         ... 0.         0.         0.        ]
 [0.         0.         0.         ... 0.         0.         0.        ]
 ...
 [0.00784314 0.00784314 0.         ... 0.         0.         0.        ]
 [0.01176471 0.00784314 0.00392157 ... 0.         0.         0.        ]
 [0.00784314 0.00392157 0.00392157 ... 0.         0.         0.        ]]"
2.0166.png,2.0165.png,0.00780534,0.84,0.16000000000000003,"[[0. 0. 0. ... 0. 0. 0.]
 [0. 0. 0. ... 0. 0. 0.]
 [0. 0. 0. ... 0. 0. 0.]
 ...
 [0. 0. 0. ... 0. 0. 0.]
 [0. 0. 0. ... 0. 0. 0.]
 [0. 0. 0. ... 0. 0. 0.]]"
2.0168.png,2.0167.png,0.00119671,0.87,0.13,"[[0. 0. 0. ... 0. 0. 0.]
 [0. 0. 0. ... 0. 0. 0.]
 [0. 0. 0. ... 0. 0. 0.]
 ...
 [0. 0. 0. ... 0. 0. 0.]
 [0. 0. 0. ... 0. 0. 0.]
 [0. 0. 0. ... 0. 0. 0.]]"
2.0170.png,2.0169.png,0.00823275,0.84,0.16000000000000003,"[[0. 0. 0. ... 0. 0. 0.]
 [0. 0. 0. ... 0. 0. 0.]
 [0. 0. 0. ... 0. 0. 0.]
 ...
 [0. 0. 0. ... 0. 0. 0.]
 [0. 0. 0. ... 0. 0. 0.]
 [0. 0. 0. ... 0. 0. 0.]]"
2.0172.png,2.0171.png,0.00429554,0.86,0.14,"[[0. 0. 0. ... 0. 0. 0.]
 [0. 0. 0. ... 0. 0. 0.]
 [0. 0. 0. ... 0. 0. 0.]
 ...
 [0. 0. 0. ... 0. 0. 0.]
 [0. 0. 0. ... 0. 0. 0.]
 [0. 0. 0. ... 0. 0. 0.]]"
2.0174.png,2.0173.png,0.00440064,0.86,0.14,"[[0. 0. 0. ... 0. 0. 0.]
 [0. 0. 0. ... 0. 0. 0.]
 [0. 0. 0. ... 0. 0. 0.]
 ...
 [0. 0. 0. ... 0. 0. 0.]
 [0. 0. 0. ... 0. 0. 0.]
 [0. 0. 0. ... 0. 0. 0.]]"
2.0176.png,2.0175.png,0.00847933,0.85,0.15000000000000002,"[[0. 0. 0. ... 0. 0. 0.]
 [0. 0. 0. ... 0. 0. 0.]
 [0. 0. 0. ... 0. 0. 0.]
 ...
 [0. 0. 0. ... 0. 0. 0.]
 [0. 0. 0. ... 0. 0. 0.]
 [0. 0. 0. ... 0. 0. 0.]]"
2.0178.png,2.0177.png,0.00115933,0.88,0.12,"[[0. 0. 0. ... 0. 0. 0.]
 [0. 0. 0. ... 0. 0. 0.]
 [0. 0. 0. ... 0. 0. 0.]
 ...
 [0. 0. 0. ... 0. 0. 0.]
 [0. 0. 0. ... 0. 0. 0.]
 [0. 0. 0. ... 0. 0. 0.]]"
2.0180.png,2.0179.png,0.00815782,0.85,0.15000000000000002,"[[0. 0. 0. ... 0. 0. 0.]
 [0. 0. 0. ... 0. 0. 0.]
 [0. 0. 0. ... 0. 0. 0.]
 ...
 [0. 0. 0. ... 0. 0. 0.]
 [0. 0. 0. ... 0. 0. 0.]
 [0. 0. 0. ... 0. 0. 0.]]"
2.0182.png,2.0181.png,0.00604994,0.86,0.14,"[[0. 0. 0. ... 0. 0. 0.]
 [0. 0. 0. ... 0. 0. 0.]
 [0. 0. 0. ... 0. 0. 0.]
 ...
 [0. 0. 0. ... 0. 0. 0.]
 [0. 0. 0. ... 0. 0. 0.]
 [0. 0. 0. ... 0. 0. 0.]]"
2.0184.png,2.0183.png,0.00258551,0.88,0.12,"[[0. 0. 0. ... 0. 0. 0.]
 [0. 0. 0. ... 0. 0. 0.]
 [0. 0. 0. ... 0. 0. 0.]
 ...
 [0. 0. 0. ... 0. 0. 0.]
 [0. 0. 0. ... 0. 0. 0.]
 [0. 0. 0. ... 0. 0. 0.]]"
2.0186.png,2.0185.png,0.00886775,0.87,0.13,"[[0. 0. 0. ... 0. 0. 0.]
 [0. 0. 0. ... 0. 0. 0.]
 [0. 0. 0. ... 0. 0. 0.]
 ...
 [0. 0. 0. ... 0. 0. 0.]
 [0. 0. 0. ... 0. 0. 0.]
 [0. 0. 0. ... 0. 0. 0.]]"
2.0188.png,2.0187.png,0.00209661,0.89,0.10999999999999999,"[[0. 0. 0. ... 0. 0. 0.]
 [0. 0. 0. ... 0. 0. 0.]
 [0. 0. 0. ... 0. 0. 0.]
 ...
 [0. 0. 0. ... 0. 0. 0.]
 [0. 0. 0. ... 0. 0. 0.]
 [0. 0. 0. ... 0. 0. 0.]]"
2.0190.png,2.0189.png,0.00604283,0.88,0.12,"[[0. 0. 0. ... 0. 0. 0.]
 [0. 0. 0. ... 0. 0. 0.]
 [0. 0. 0. ... 0. 0. 0.]
 ...
 [0. 0. 0. ... 0. 0. 0.]
 [0. 0. 0. ... 0. 0. 0.]
 [0. 0. 0. ... 0. 0. 0.]]"
2.0192.png,2.0191.png,0.00800051,0.87,0.13,"[[0. 0. 0. ... 0. 0. 0.]
 [0. 0. 0. ... 0. 0. 0.]
 [0. 0. 0. ... 0. 0. 0.]
 ...
 [0. 0. 0. ... 0. 0. 0.]
 [0. 0. 0. ... 0. 0. 0.]
 [0. 0. 0. ... 0. 0. 0.]]"
2.0194.png,2.0193.png,0.00109895,0.91,0.08999999999999997,"[[0. 0. 0. ... 0. 0. 0.]
 [0. 0. 0. ... 0. 0. 0.]
 [0. 0. 0. ... 0. 0. 0.]
 ...
 [0. 0. 0. ... 0. 0. 0.]
 [0. 0. 0. ... 0. 0. 0.]
 [0. 0. 0. ... 0. 0. 0.]]"
2.0196.png,2.0195.png,0.00803968,0.88,0.12,"[[0. 0. 0. ... 0. 0. 0.]
 [0. 0. 0. ... 0. 0. 0.]
 [0. 0. 0. ... 0. 0. 0.]
 ...
 [0. 0. 0. ... 0. 0. 0.]
 [0. 0. 0. ... 0. 0. 0.]
 [0. 0. 0. ... 0. 0. 0.]]"
2.0198.png,2.0197.png,0.0039763,0.9,0.09999999999999998,"[[0. 0. 0. ... 0. 0. 0.]
 [0. 0. 0. ... 0. 0. 0.]
 [0. 0. 0. ... 0. 0. 0.]
 ...
 [0. 0. 0. ... 0. 0. 0.]
 [0. 0. 0. ... 0. 0. 0.]
 [0. 0. 0. ... 0. 0. 0.]]"
2.0200.png,2.0199.png,0.00427017,0.89,0.10999999999999999,"[[0. 0. 0. ... 0. 0. 0.]
 [0. 0. 0. ... 0. 0. 0.]
 [0. 0. 0. ... 0. 0. 0.]
 ...
 [0. 0. 0. ... 0. 0. 0.]
 [0. 0. 0. ... 0. 0. 0.]
 [0. 0. 0. ... 0. 0. 0.]]"
